Partner ID,Field Partner Name,sector,Loan Theme ID,Loan Theme Type,country,forkiva,region,geocode_old,ISO,number,amount,LocationName,geocode,names,geo,lat,lon,mpi_region,mpi_geo,rural_pct
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Bomet ;Narok,,KEN,17,4550,"Bomet ;Narok, Kenya","[(-0.7777854, 35.3356518)]",Bomet; Bomet County; Kenya,"(-0.7777854, 35.3356518)",-0.7777854,35.3356518,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Bondo,,KEN,4,1500,"Bondo, Kenya","[(-0.1003371, 34.2754988)]",Bondo; Siaya; Kenya,"(-0.1003371, 34.2754988)",-0.1003371,34.2754988,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Bulo Kisimani Mombasa,,KEN,2,825,"Bulo Kisimani Mombasa, Kenya",,,"(1000.0, 1000.0)",,,KEN,,65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Busia,"(0.4166667, 34.25)",KEN,32,9600,"Busia, Kenya","[(0.4607691, 34.1114621)]",Busia; Busia County; Kenya,"(0.4607691, 34.1114621)",0.4607691,34.1114621,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Butere,,KEN,3,500,"Butere, Kenya","[(0.2198155, 34.4918988)]",Butere; Kakamega County; Kenya,"(0.2198155, 34.4918988)",0.2198155,34.4918988,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,CHEPSIGOT,,KEN,2,1400,"CHEPSIGOT, Kenya","[(0.5347925, 35.5597273)]","['Kenya', 'Elgeyo-Marakwet County']","(0.5347925, 35.5597273)",0.5347925,35.5597273,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Cambodia,Changamwe Mombasa",,KEN,1,500,"Cambodia,Changamwe Mombasa, Kenya",,,"(1000.0, 1000.0)",,,KEN,,65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Chaani, Mombasa",,KEN,7,1500,"Chaani, Mombasa, Kenya","[(-4.0342822, 39.6260058)]",Chaani; Mombasa; Coast; Kenya,"(-4.0342822, 39.6260058)",-4.0342822,39.6260058,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Chamunyu, Mombasa",,KEN,1,200,"Chamunyu, Mombasa, Kenya",,,"(1000.0, 1000.0)",,,KEN,,65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Changamwe, Mombasa",,KEN,9,2500,"Changamwe, Mombasa, Kenya","[(-4.0162795, 39.6234241)]",Changamwe; Mombasa; Coast; Kenya,"(-4.0162795, 39.6234241)",-4.0162795,39.6234241,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Colorado, Bamburi Mombasa",,KEN,2,600,"Colorado, Bamburi Mombasa, Kenya",,,"(1000.0, 1000.0)",,,KEN,,65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Colorado; Bamburi,,KEN,1,250,"Colorado; Bamburi, Kenya",,,"(1000.0, 1000.0)",,,KEN,,65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Concodia, Mombasa",,KEN,3,725,"Concodia, Mombasa, Kenya","[(-3.9962896, 39.6845655)]",Mombasa; Kenya,"(-3.9962896, 39.6845655)",-3.9962896,39.6845655,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000007zZ9P,Agriculture,Kenya,No,ELDAMA RAVINE,"(0.05, 35.7166667)",KEN,9,3500,"ELDAMA RAVINE, Kenya","[(0.053037, 35.729768)]",Eldama Ravine; Baringo County; Kenya,"(0.053037, 35.729768)",0.053037,35.729768,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,ELDAMA RAVINE,"(0.05, 35.7166667)",KEN,34,14025,"ELDAMA RAVINE, Kenya","[(0.053037, 35.729768)]",Eldama Ravine; Baringo County; Kenya,"(0.053037, 35.729768)",0.053037,35.729768,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Eldoret,"(0.5166667, 35.2833333)",KEN,464,170850,"Eldoret, Kenya","[(0.5142774999999999, 35.2697802)]",Eldoret; Uasin Gishu County; Kenya,"(0.5142774999999999, 35.2697802)",0.5142775,35.2697802,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000007zZ9P,Agriculture,Kenya,No,Eldoret,"(0.5166667, 35.2833333)",KEN,206,62025,"Eldoret, Kenya","[(0.5142774999999999, 35.2697802)]",Eldoret; Uasin Gishu County; Kenya,"(0.5142774999999999, 35.2697802)",0.5142775,35.2697802,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Emali,,KEN,1,100,"Emali, Kenya","[(-2.079689, 37.4731352)]",Emali; Makueni County; Kenya,"(-2.079689, 37.4731352)",-2.079689,37.4731352,"Nairobi, Kenya","(-1.2920659, 36.8219462)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Engineer,,KEN,2,350,"Engineer, Kenya","[(-1.2722772, 36.8023087)]",14; Riverside Drive; Kilimani; Nairobi; Nairobi County; Kenya,"(-1.2722772, 36.8023087)",-1.2722772,36.8023087,"Nairobi, Kenya","(-1.2920659, 36.8219462)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Furunzi;Malindi,,KEN,1,200,"Furunzi;Malindi, Kenya",,,"(1000.0, 1000.0)",,,KEN,,65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Jitoni, Mombasa",,KEN,12,3775,"Jitoni, Mombasa, Kenya",,,"(1000.0, 1000.0)",,,KEN,,65
133,VisionFund Kenya,General Financial Inclusion,a1050000000PNSk,Green,Kenya,No,"Jomvu, Mombasa",,KEN,2,500,"Jomvu, Mombasa, Kenya","[(-4.0513338, 39.6667124)]",Jomvu Road; Kaloleni; Mombasa; Mombasa County; Kenya,"(-4.0513338, 39.6667124)",-4.0513338,39.6667124,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Jomvu, Mombasa",,KEN,61,18225,"Jomvu, Mombasa, Kenya","[(-4.0513338, 39.6667124)]",Jomvu Road; Kaloleni; Mombasa; Mombasa County; Kenya,"(-4.0513338, 39.6667124)",-4.0513338,39.6667124,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"K'oyango , Kisumu",,KEN,1,100,"K'oyango , Kisumu, Kenya","[(-0.0954222, 34.7841498)]",Kisumu; Manyatta; Kisumu County; Kenya,"(-0.0954222, 34.7841498)",-0.0954222,34.7841498,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000PNSk,Green,Kenya,No,KABARNET,,KEN,3,1050,"KABARNET, Kenya","[(0.490107, 35.743418)]",Kabarnet; Baringo County; Kenya,"(0.490107, 35.743418)",0.490107,35.743418,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000007zZ9P,Agriculture,Kenya,No,KABARNET,,KEN,16,6875,"KABARNET, Kenya","[(0.490107, 35.743418)]",Kabarnet; Baringo County; Kenya,"(0.490107, 35.743418)",0.490107,35.743418,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000007zZ9U,Education - Kenya,Kenya,No,KABARNET,,KEN,2,750,"KABARNET, Kenya","[(0.490107, 35.743418)]",Kabarnet; Baringo County; Kenya,"(0.490107, 35.743418)",0.490107,35.743418,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,KABARNET,,KEN,84,34150,"KABARNET, Kenya","[(0.490107, 35.743418)]",Kabarnet; Baringo County; Kenya,"(0.490107, 35.743418)",0.490107,35.743418,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,KABISAGA KAPSABET,,KEN,1,300,"KABISAGA KAPSABET, Kenya",,,"(1000.0, 1000.0)",,,KEN,,65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Kabartonjo, Baringo county",,KEN,8,2150,"Kabartonjo, Baringo county, Kenya","[(0.6331728, 35.79663070000001)]",Kabartonjo; Baringo County; Kenya,"(0.6331728, 35.79663070000001)",0.6331728,35.7966307,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kakamega,"(0.2833333, 34.75)",KEN,81,23425,"Kakamega, Kenya","[(0.2827307, 34.7518631)]",Kakamega; Kakamega County; Kenya,"(0.2827307, 34.7518631)",0.2827307,34.7518631,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000007zZ9P,Agriculture,Kenya,No,Kakamega,"(0.2833333, 34.75)",KEN,4,1200,"Kakamega, Kenya","[(0.2827307, 34.7518631)]",Kakamega; Kakamega County; Kenya,"(0.2827307, 34.7518631)",0.2827307,34.7518631,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000PNSk,Green,Kenya,No,Kakamega,"(0.2833333, 34.75)",KEN,1,300,"Kakamega, Kenya","[(0.2827307, 34.7518631)]",Kakamega; Kakamega County; Kenya,"(0.2827307, 34.7518631)",0.2827307,34.7518631,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kalile ;Tala,,KEN,1,550,"Kalile ;Tala, Kenya","[(22.5407962, 88.3468419)]","3-C, Dimond Chambers; Gokhel Road; Bhowanipore; Kolkata; Kolkata; West Bengal; India; 700020","(22.5407962, 88.3468419)",22.5407962,88.3468419,"Coast, Kenya","(-3.2096898, 40.1169399)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kaloleni,,KEN,6,3000,"Kaloleni, Kenya","[(-3.8148404, 39.6285874)]",Kaloleni; Kilifi County; Kenya,"(-3.8148404, 39.6285874)",-3.8148404,39.6285874,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Kaloleni, Kilifi Kenya",,KEN,1,500,"Kaloleni, Kilifi Kenya, Kenya","[(-3.8148404, 39.6285874)]",Kaloleni; Kilifi County; Kenya,"(-3.8148404, 39.6285874)",-3.8148404,39.6285874,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000007zZ9U,Education - Kenya,Kenya,No,Kapsabet,,KEN,23,9300,"Kapsabet, Kenya","[(0.202957, 35.0978385)]",Kapsabet; Nandi County; Kenya,"(0.202957, 35.0978385)",0.202957,35.0978385,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kapsabet,,KEN,289,116950,"Kapsabet, Kenya","[(0.202957, 35.0978385)]",Kapsabet; Nandi County; Kenya,"(0.202957, 35.0978385)",0.202957,35.0978385,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000007zZ9P,Agriculture,Kenya,No,Kapsabet,,KEN,91,29725,"Kapsabet, Kenya","[(0.202957, 35.0978385)]",Kapsabet; Nandi County; Kenya,"(0.202957, 35.0978385)",0.202957,35.0978385,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000007zZ9P,Agriculture,Kenya,No,"Kapsaos, Kapsabet",,KEN,1,300,"Kapsaos, Kapsabet, Kenya",,,"(1000.0, 1000.0)",,,KEN,,65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Kapsaos, Kapsabet",,KEN,1,400,"Kapsaos, Kapsabet, Kenya",,,"(1000.0, 1000.0)",,,KEN,,65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Kapture, Kapsabet",,KEN,1,975,"Kapture, Kapsabet, Kenya",,,"(1000.0, 1000.0)",,,KEN,,65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Katingani, Emali",,KEN,1,100,"Katingani, Emali, Kenya",,,"(1000.0, 1000.0)",,,KEN,,65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Katito,,KEN,25,6350,"Katito, Kenya","[(-0.2699723000000001, 34.9717981)]",Awach; Kisumu County; Kenya,"(-0.2699723000000001, 34.9717981)",-0.2699723,34.9717981,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kericho,,KEN,1,600,"Kericho, Kenya","[(-0.3688967, 35.286286)]",Kericho; Kericho County; Kenya,"(-0.3688967, 35.286286)",-0.3688967,35.286286,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Kibunga, Bamburi",,KEN,1,150,"Kibunga, Bamburi, Kenya","[(-3.9835224, 39.7324244)]",Mombasa; Bamburi; Mombasa County; Kenya,"(-3.9835224, 39.7324244)",-3.9835224,39.7324244,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Kibuye, Kisumu",,KEN,1,300,"Kibuye, Kisumu, Kenya","[(-0.094717, 34.7694519)]",Kisumu; Kisumu County; Kenya,"(-0.094717, 34.7694519)",-0.094717,34.7694519,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kiembeni Mombasa,,KEN,1,300,"Kiembeni Mombasa, Kenya","[(-3.9832221, 39.6999205)]",Mombasa; Kenya,"(-3.9832221, 39.6999205)",-3.9832221,39.6999205,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Kiembeni, Mombasa",,KEN,1,300,"Kiembeni, Mombasa, Kenya","[(-3.9832221, 39.6999205)]",Mombasa; Kenya,"(-3.9832221, 39.6999205)",-3.9832221,39.6999205,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kilfi,,KEN,7,3125,"Kilfi, Kenya","[(-3.5106508, 39.9093269)]",Kilifi; Kilifi County; Kenya,"(-3.5106508, 39.9093269)",-3.5106508,39.9093269,"Coast, Kenya","(-3.2096898, 40.1169399)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000PNSk,Green,Kenya,No,Kilifi,,KEN,1,300,"Kilifi, Kenya","[(-3.5106508, 39.9093269)]",Kilifi; Kilifi County; Kenya,"(-3.5106508, 39.9093269)",-3.5106508,39.9093269,"Coast, Kenya","(-3.2096898, 40.1169399)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kilifi,,KEN,127,38475,"Kilifi, Kenya","[(-3.5106508, 39.9093269)]",Kilifi; Kilifi County; Kenya,"(-3.5106508, 39.9093269)",-3.5106508,39.9093269,"Coast, Kenya","(-3.2096898, 40.1169399)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Kimbunga, Bamburi Mombasa",,KEN,1,150,"Kimbunga, Bamburi Mombasa, Kenya","[(-3.9835224, 39.7324244)]",Mombasa; Kenya,"(-3.9835224, 39.7324244)",-3.9835224,39.7324244,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kisauni ;Mombasa,,KEN,4,1200,"Kisauni ;Mombasa, Kenya","[(-4.0226198, 39.6879333)]",Kisauni; Mombasa; Coast; Kenya,"(-4.0226198, 39.6879333)",-4.0226198,39.6879333,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kisauni mombasa,,KEN,2,800,"Kisauni mombasa, Kenya","[(-4.0226198, 39.6879333)]",Kisauni; Mombasa; Coast; Kenya,"(-4.0226198, 39.6879333)",-4.0226198,39.6879333,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kisii,"(-0.6833333, 34.7666667)",KEN,1,250,"Kisii, Kenya","[(-0.677334, 34.779603)]",Kisii; Kisii County; Kenya,"(-0.677334, 34.779603)",-0.677334,34.779603,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kisumu,"(-0.1, 34.75)",KEN,335,97275,"Kisumu, Kenya","[(-0.0917016, 34.7679568)]",Kisumu; Kisumu County; Kenya,"(-0.0917016, 34.7679568)",-0.0917016,34.7679568,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000007zZ9P,Agriculture,Kenya,No,Kisumu,"(-0.1, 34.75)",KEN,8,1800,"Kisumu, Kenya","[(-0.0917016, 34.7679568)]",Kisumu; Kisumu County; Kenya,"(-0.0917016, 34.7679568)",-0.0917016,34.7679568,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000007zZ9U,Education - Kenya,Kenya,No,Kitale,"(1.0166667, 35.0)",KEN,2,900,"Kitale, Kenya","[(1.019089, 35.0023048)]",Kitale; Trans-Nzoia County; Kenya,"(1.019089, 35.0023048)",1.019089,35.0023048,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000007zZ9P,Agriculture,Kenya,No,Kitale,"(1.0166667, 35.0)",KEN,19,5350,"Kitale, Kenya","[(1.019089, 35.0023048)]",Kitale; Trans-Nzoia County; Kenya,"(1.019089, 35.0023048)",1.019089,35.0023048,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kitale,"(1.0166667, 35.0)",KEN,53,19525,"Kitale, Kenya","[(1.019089, 35.0023048)]",Kitale; Trans-Nzoia County; Kenya,"(1.019089, 35.0023048)",1.019089,35.0023048,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kitiri;Nyandarua South,,KEN,2,1000,"Kitiri;Nyandarua South, Kenya","[(-0.5688228, 36.5714586)]",Nyandarua District; Central; Kenya,"(-0.5688228, 36.5714586)",-0.5688228,36.5714586,"Nyanza, Kenya","(-1.2849963, 36.8272273)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Koibatek,,KEN,2,1975,"Koibatek, Kenya","[(0.101248, 36.0345769)]",Mugurin Sand Dam; Baringo County; Kenya,"(0.101248, 36.0345769)",0.101248,36.0345769,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Kombewa,,KEN,7,1900,"Kombewa, Kenya","[(-0.1089506, 34.5254903)]",C27; Kisumu County; Kenya,"(-0.1089506, 34.5254903)",-0.1089506,34.5254903,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Kongowea, Mombasa",,KEN,11,4175,"Kongowea, Mombasa, Kenya","[(-4.0406097, 39.6905123)]",Kongowea; Mombasa; Coast; Kenya,"(-4.0406097, 39.6905123)",-4.0406097,39.6905123,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Koyango Manyatta-kisumu,,KEN,1,300,"Koyango Manyatta-kisumu, Kenya","[(-0.0954222, 34.7841498)]",Kisumu; Manyatta; Kisumu County; Kenya,"(-0.0954222, 34.7841498)",-0.0954222,34.7841498,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Likoni, Mombasa",,KEN,12,3200,"Likoni, Mombasa, Kenya","[(-4.0929017, 39.6614446)]",Likoni; Mombasa; Coast; Kenya,"(-4.0929017, 39.6614446)",-4.0929017,39.6614446,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Lodwar,,KEN,1,200,"Lodwar, Kenya","[(3.1155165, 35.6040785)]",Lodwar; Turkana County; Kenya,"(3.1155165, 35.6040785)",3.1155165,35.6040785,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Luanda;Vihiga,,KEN,2,750,"Luanda;Vihiga, Kenya","[(0.0240007, 34.5874448)]",Luanda; Vihiga County; Kenya,"(0.0240007, 34.5874448)",0.0240007,34.5874448,"Western, Kenya","(-0.115003, 34.851379)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,MARIGAT,,KEN,5,3600,"MARIGAT, Kenya","[(0.4694721000000001, 35.98327430000001)]",Marigat; Baringo County; Kenya,"(0.4694721000000001, 35.98327430000001)",0.4694721,35.9832743,"Eastern, Kenya","(0.7137256, 35.517938)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Mabirikani, Kilifi",,KEN,1,975,"Mabirikani, Kilifi, Kenya","[(-3.8634574, 39.4737607)]",Mariakani; Kilifi County; Kenya,"(-3.8634574, 39.4737607)",-3.8634574,39.4737607,"Central, Kenya","(-4.0627412, 39.6771481)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000007zZ9P,Agriculture,Kenya,No,Machakos,"(-1.5166667, 37.2666667)",KEN,48,12675,"Machakos, Kenya","[(-1.5176837, 37.2634146)]",Machakos; Machakos County; Kenya,"(-1.5176837, 37.2634146)",-1.5176837,37.2634146,"Nyanza, Kenya","(-1.2849963, 36.8272273)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,Machakos,"(-1.5166667, 37.2666667)",KEN,626,160200,"Machakos, Kenya","[(-1.5176837, 37.2634146)]",Machakos; Machakos County; Kenya,"(-1.5176837, 37.2634146)",-1.5176837,37.2634146,"Nyanza, Kenya","(-1.2849963, 36.8272273)",65
133,VisionFund Kenya,General Financial Inclusion,a1050000000wf0f,General,Kenya,No,"Magogoni, Mombasa",,KEN,3,1200,"Magogoni, Mombasa, Kenya","[(-4.0282456, 39.6768846)]",Kengelani Road; Mombasa; Kenya,"(-4.0282456, 39.6768846)",-4.0282456,39.6768846,"Central, Kenya","(-4.0627412, 39.6771481)",65
